date,sector,value
2023-12-18 19:29:46.913217,Technology,58.47305935716413
2023-12-25 19:29:46.913217,Technology,60.03748274961675
2024-01-01 19:29:46.913217,Technology,57.40290167682197
2024-01-08 19:29:46.913217,Technology,61.23986378020681
2024-01-15 19:29:46.913217,Technology,61.17287086358684
2024-01-22 19:29:46.913217,Technology,56.28575370440747
2024-01-29 19:29:46.913217,Technology,56.11187929416531
2024-02-05 19:29:46.913217,Technology,56.68591742244449
2024-02-12 19:29:46.913217,Technology,58.834746912413
2024-02-19 19:29:46.913217,Technology,52.600295980948324
2024-02-26 19:29:46.913217,Technology,55.17517007737642
2024-03-04 19:29:46.913217,Technology,57.31813595168056
2024-03-11 19:29:46.913217,Technology,57.99245491960919
2024-03-18 19:29:46.913217,Technology,56.30304336485045
2024-03-25 19:29:46.913217,Technology,55.84594802883467
2024-04-01 19:29:46.913217,Technology,53.645963410080455
2024-04-08 19:29:46.913217,Technology,57.770209451669885
2024-04-15 19:29:46.913217,Technology,53.25552046689966
2024-04-22 19:29:46.913217,Technology,53.048460108096585
2024-04-29 19:29:46.913217,Technology,50.899442812881254
2024-05-06 19:29:46.913217,Technology,55.57219074195692
2024-05-13 19:29:46.913217,Technology,53.51628687086863
2024-05-20 19:29:46.913217,Technology,50.61465006808312
2024-05-27 19:29:46.913217,Technology,49.59452583145448
2024-06-03 19:29:46.913217,Technology,51.10237054218167
2024-06-10 19:29:46.913217,Technology,52.29907139217488
2024-06-17 19:29:46.913217,Technology,53.990681203340756
2024-06-24 19:29:46.913217,Technology,48.51328857663874
2024-07-01 19:29:46.913217,Technology,49.5430934207265
2024-07-08 19:29:46.913217,Technology,51.83591240016713
2024-07-15 19:29:46.913217,Technology,52.001604502344584
2024-07-22 19:29:46.913217,Technology,51.045957748598894
2024-07-29 19:29:46.913217,Technology,52.03680941525067
2024-08-05 19:29:46.913217,Technology,53.16268571723609
2024-08-12 19:29:46.913217,Technology,49.08492072587186
2024-08-19 19:29:46.913217,Technology,54.19969779262974
2024-08-26 19:29:46.913217,Technology,57.19906881627127
2024-09-02 19:29:46.913217,Technology,52.60521115488914
2024-09-09 19:29:46.913217,Technology,50.789320479810016
2024-09-16 19:29:46.913217,Technology,54.44483368701746
2024-09-23 19:29:46.913217,Technology,56.4695605819212
2024-09-30 19:29:46.913217,Technology,56.997539930528944
2024-10-07 19:29:46.913217,Technology,55.26560020363942
2024-10-14 19:29:46.913217,Technology,59.493581630211146
2024-10-21 19:29:46.913217,Technology,56.68422308018487
2024-10-28 19:29:46.913217,Technology,61.93242781834404
2024-11-04 19:29:46.913217,Technology,63.60777126811196
2024-11-11 19:29:46.913217,Technology,58.4756926569653
2024-11-18 19:29:46.913217,Technology,65.23235923869086
2024-11-25 19:29:46.913217,Technology,61.10749139125978
2024-12-02 19:29:46.913217,Technology,65.32275121553904
2024-12-09 19:29:46.913217,Technology,63.52925569125742
2024-12-16 19:29:46.913217,Technology,67.88784093384412
2024-12-23 19:29:46.913217,Technology,67.34041797659293
2024-12-30 19:29:46.913217,Technology,68.16459616002356
2025-01-06 19:29:46.913217,Technology,69.18448500244811
2025-01-13 19:29:46.913217,Technology,71.69052851687913
2025-01-20 19:29:46.913217,Technology,67.52219541649691
2025-01-27 19:29:46.913217,Technology,67.14786877202478
2025-02-03 19:29:46.913217,Technology,68.69094552295658
2025-02-10 19:29:46.913217,Technology,68.96619295598941
2025-02-17 19:29:46.913217,Technology,74.73784511625647
2025-02-24 19:29:46.913217,Technology,73.08319327397638
2025-03-03 19:29:46.913217,Technology,76.64702732129301
2025-03-10 19:29:46.913217,Technology,74.9629348371942
2025-03-17 19:29:46.913217,Technology,73.49239466938468
2025-03-24 19:29:46.913217,Technology,73.53615506142414
2025-03-31 19:29:46.913217,Technology,76.00357540152785
2025-04-07 19:29:46.913217,Technology,73.89973740025383
2025-04-14 19:29:46.913217,Technology,74.65850768204993
2025-04-21 19:29:46.913217,Technology,75.30791062810562
2025-04-28 19:29:46.913217,Technology,72.99725084591735
2025-05-05 19:29:46.913217,Technology,75.09850373706266
2025-05-12 19:29:46.913217,Technology,73.44120105811565
2025-05-19 19:29:46.913217,Technology,76.62104301545446
2025-05-26 19:29:46.913217,Technology,74.53398018908712
2025-06-02 19:29:46.913217,Technology,73.95580985530712
2025-06-09 19:29:46.913217,Technology,71.00019966514994
2025-06-16 19:29:46.913217,Technology,76.68266633149635
2025-06-23 19:29:46.913217,Technology,79.48732353131793
2025-06-30 19:29:46.913217,Technology,71.26705689262857
2025-07-07 19:29:46.913217,Technology,70.22704510584579
2025-07-14 19:29:46.913217,Technology,72.06217593278296
2025-07-21 19:29:46.913217,Technology,73.36763513914799
2025-07-28 19:29:46.913217,Technology,75.0335564882726
2025-08-04 19:29:46.913217,Technology,72.27461468554827
2025-08-11 19:29:46.913217,Technology,68.58896354925265
2025-08-18 19:29:46.913217,Technology,68.7424510172586
2025-08-25 19:29:46.913217,Technology,67.44630717306434
2025-09-01 19:29:46.913217,Technology,67.41278375483306
2025-09-08 19:29:46.913217,Technology,69.91137461770472
2025-09-15 19:29:46.913217,Technology,69.66809367722809
2025-09-22 19:29:46.913217,Technology,70.94588666864199
2025-09-29 19:29:46.913217,Technology,65.80438303706134
2025-10-06 19:29:46.913217,Technology,67.16631366071344
2025-10-13 19:29:46.913217,Technology,68.3250287267669
2025-10-20 19:29:46.913217,Technology,70.86781864243304
2025-10-27 19:29:46.913217,Technology,66.11957255641514
2025-11-03 19:29:46.913217,Technology,64.62980768602492
2025-11-10 19:29:46.913217,Technology,65.61038418651394
2025-11-17 19:29:46.913217,Technology,62.14607869997217
2025-11-24 19:29:46.913217,Technology,63.428916145994734
2025-12-01 19:29:46.913217,Technology,67.24763960134398
2025-12-08 19:29:46.913217,Technology,61.948532148634825
2025-12-15 19:29:46.913217,Technology,63.878269438736275
2025-12-22 19:29:46.913217,Technology,65.49378607069126
2025-12-29 19:29:46.913217,Technology,62.88996106952246
2026-01-05 19:29:46.913217,Technology,59.67125404453613
2026-01-12 19:29:46.913217,Technology,65.36628184285607
2026-01-19 19:29:46.913217,Technology,62.082082048105335
2026-01-26 19:29:46.913217,Technology,62.701154826744286
2026-02-02 19:29:46.913217,Technology,63.91231327263822
2026-02-09 19:29:46.913217,Technology,62.85656897188467
2026-02-16 19:29:46.913217,Technology,60.4441670674987
2026-02-23 19:29:46.913217,Technology,62.92200859513633
2026-03-02 19:29:46.913217,Technology,62.618402987467675
2026-03-09 19:29:46.913217,Technology,61.471023265298314
2026-03-16 19:29:46.913217,Technology,64.03808170293267
2026-03-23 19:29:46.913217,Technology,60.61171695384872
2026-03-30 19:29:46.913217,Technology,64.7349937761097
2026-04-06 19:29:46.913217,Technology,63.68212062152356
2026-04-13 19:29:46.913217,Technology,62.70285673488588
2026-04-20 19:29:46.913217,Technology,63.50289539793708
2026-04-27 19:29:46.913217,Technology,65.49280864018493
2026-05-04 19:29:46.913217,Technology,66.88566211814774
2026-05-11 19:29:46.913217,Technology,65.67350005490717
2026-05-18 19:29:46.913217,Technology,63.74300122905096
2026-05-25 19:29:46.913217,Technology,72.25830318051943
2026-06-01 19:29:46.913217,Technology,65.0214618025748
2026-06-08 19:29:46.913217,Technology,69.16340576661696
2026-06-15 19:29:46.913217,Technology,69.20991209777799
2026-06-22 19:29:46.913217,Technology,66.2017439957644
2026-06-29 19:29:46.913217,Technology,69.91434947798568
